kick_result,kick_distance,game_seconds_remaining,total_home_score,total_away_score,home_team,away_team,posteam_score,defteam_score,score_differential
1,41,588,23,20,TB,ARI,20,20,0
1,37,3272,0,3,NO,ATL,0,0,0
1,29,2953,3,3,NO,ATL,0,3,-3
1,36,1895,3,13,NO,ATL,10,3,7
1,47,1805,6,13,NO,ATL,3,13,-10
1,28,1269,9,13,NO,ATL,6,13,-7
1,48,453,9,23,NO,ATL,20,9,11
1,30,155,9,26,NO,ATL,23,9,14
1,47,3109,0,3,IND,MIA,0,0,0
1,25,1374,3,10,IND,MIA,0,10,-10
1,39,943,6,10,IND,MIA,3,10,-7
1,48,350,12,13,IND,MIA,10,12,-2
1,48,216,12,16,IND,MIA,13,12,1
0,56,1803,14,7,PIT,LA,7,14,-7
1,30,914,14,10,PIT,LA,7,14,-7
1,33,169,17,12,PIT,LA,14,12,2
1,50,2700,7,10,GB,CAR,7,7,0
1,47,986,24,10,GB,CAR,21,10,11
0,57,3428,0,0,DAL,MIN,0,0,0
1,26,1802,14,17,DAL,MIN,14,14,0
1,27,1481,14,20,DAL,MIN,17,14,3
1,23,603,24,28,DAL,MIN,21,28,-7
1,43,3204,3,0,SF,SEA,0,0,0
1,39,381,21,21,SF,SEA,18,21,-3
1,46,109,21,24,SF,SEA,21,21,0
1,47,6,24,24,SF,SEA,21,24,-3
0,47,190,24,24,SF,SEA,24,24,0
1,42,4,24,27,SF,SEA,24,24,0
0,44,3172,7,0,CLE,PIT,0,7,-7
0,45,1956,14,0,CLE,PIT,14,0,14
0,50,901,14,7,CLE,PIT,14,7,7
1,38,3399,0,3,CAR,ATL,0,0,0
0,38,3099,0,3,CAR,ATL,3,0,3
1,23,2145,0,13,CAR,ATL,10,0,10
1,31,784,3,26,CAR,ATL,0,26,-26
1,29,425,3,29,CAR,ATL,26,3,23
1,30,2842,7,3,DET,DAL,0,7,-7
1,34,1205,21,27,DET,DAL,24,21,3
1,34,2310,10,7,IND,JAX,7,7,0
0,46,897,24,7,IND,JAX,7,24,-17
1,51,3429,0,3,MIA,BUF,0,0,0
1,34,2974,0,6,MIA,BUF,3,0,3
1,21,2266,0,16,MIA,BUF,13,0,13
0,43,3307,0,0,BAL,HOU,0,0,0
0,43,1811,14,0,BAL,HOU,0,14,-14
1,34,1316,24,0,BAL,HOU,21,0,21
1,46,995,27,0,BAL,HOU,24,0,24
1,47,3396,0,3,MIN,DEN,0,0,0
1,29,1870,0,20,MIN,DEN,17,0,17
1,41,1167,7,23,MIN,DEN,20,7,13
0,43,499,20,23,MIN,DEN,23,20,3
1,44,2349,3,13,WAS,NYJ,0,13,-13
0,29,2201,3,13,WAS,NYJ,3,13,-10
0,49,277,11,34,WAS,NYJ,34,11,23
1,44,3229,0,3,TB,NO,0,0,0
1,26,2754,0,6,TB,NO,3,0,3
1,55,1573,10,20,TB,NO,7,20,-13
1,26,3335,0,3,SF,ARI,0,0,0
1,43,1803,10,16,SF,ARI,7,16,-9
1,43,1078,17,19,SF,ARI,16,17,-1
0,53,1808,14,7,OAK,CIN,7,14,-7
1,40,1348,14,10,OAK,CIN,7,14,-7
1,20,555,17,10,OAK,CIN,14,10,4
1,42,3522,3,0,PHI,NE,0,0,0
1,35,2320,10,3,PHI,NE,0,10,-10
1,22,2004,10,6,PHI,NE,3,10,-7
1,39,1907,10,9,PHI,NE,6,10,-4
0,48,3419,0,0,LA,CHI,0,0,0
0,47,2762,0,0,LA,CHI,0,0,0
1,38,2498,3,0,LA,CHI,0,0,0
1,27,3274,3,0,LAC,KC,0,0,0
0,40,2981,3,0,LAC,KC,3,0,3
1,26,2103,6,7,LAC,KC,3,7,-4
1,41,1907,6,10,LAC,KC,7,6,1
1,49,1801,9,10,LAC,KC,6,10,-4
1,35,2626,3,0,HOU,IND,0,0,0
1,36,1802,10,10,HOU,IND,7,10,-3
1,36,1067,13,17,HOU,IND,10,17,-7
1,39,2775,3,0,BUF,DEN,0,0,0
1,23,2292,6,0,BUF,DEN,3,0,3
1,45,1365,13,3,BUF,DEN,0,13,-13
0,42,2150,0,7,CHI,NYG,7,0,7
0,43,1920,0,7,CHI,NYG,7,0,7
1,26,1811,3,7,CHI,NYG,0,7,-7
1,24,1332,13,7,CHI,NYG,10,7,3
1,26,2004,0,3,CIN,PIT,0,0,0
1,27,1211,10,10,CIN,PIT,7,10,-3
1,47,724,10,13,CIN,PIT,10,10,0
1,26,201,10,16,CIN,PIT,13,10,3
1,36,1801,28,3,CLE,MIA,0,28,-28
0,46,1148,28,10,CLE,MIA,28,10,18
1,40,685,31,17,CLE,MIA,28,17,11
1,26,414,34,17,CLE,MIA,31,17,14
1,25,3472,3,0,ATL,TB,0,0,0
1,40,1005,13,25,ATL,TB,10,25,-15
1,32,773,13,28,ATL,TB,25,13,12
1,38,496,16,28,ATL,TB,13,28,-15
1,41,2619,17,6,NO,CAR,14,6,8
1,41,2293,17,9,NO,CAR,6,17,-11
1,52,1421,24,18,NO,CAR,15,24,-9
0,28,120,31,31,NO,CAR,31,31,0
1,33,3,34,31,NO,CAR,31,31,0
1,28,3151,3,0,PHI,SEA,0,0,0
1,24,2236,3,10,PHI,SEA,7,3,4
0,39,3297,0,0,WAS,DET,0,0,0
1,28,2854,3,0,WAS,DET,0,0,0
1,24,2592,3,3,WAS,DET,0,3,-3
1,37,2148,13,3,WAS,DET,10,3,7
1,49,1819,13,6,WAS,DET,3,13,-10
1,21,723,13,16,WAS,DET,13,13,0
1,42,114,16,16,WAS,DET,13,16,-3
1,39,20,19,16,WAS,DET,16,16,0
1,48,3300,0,3,NYJ,OAK,0,0,0
1,24,3005,3,3,NYJ,OAK,0,3,-3
0,43,2237,10,3,NYJ,OAK,3,10,-7
1,35,1996,13,3,NYJ,OAK,10,3,7
0,48,1844,13,3,NYJ,OAK,13,3,10
1,49,1915,7,3,TEN,JAX,0,7,-7
1,50,293,42,20,TEN,JAX,17,42,-25
0,46,3164,0,0,NE,DAL,0,0,0
1,44,2571,10,0,NE,DAL,7,0,7
1,46,2320,10,3,NE,DAL,0,10,-10
0,46,2211,10,3,NE,DAL,10,3,7
1,27,1951,10,6,NE,DAL,3,10,-7
0,48,1804,10,6,NE,DAL,10,6,4
1,42,577,13,6,NE,DAL,10,6,4
1,29,368,13,9,NE,DAL,6,13,-7
1,29,2897,10,0,SF,GB,7,0,7
1,27,1979,13,0,SF,GB,10,0,10
1,48,1804,23,0,SF,GB,20,0,20
1,32,2390,3,14,LA,BAL,0,14,-14
1,46,1920,6,21,LA,BAL,3,21,-18
1,34,401,6,45,LA,BAL,42,6,36
1,25,1993,17,7,DET,CHI,14,7,7
1,30,1825,17,10,DET,CHI,7,17,-10
1,24,651,20,17,DET,CHI,17,17,0
0,50,2070,7,7,DAL,BUF,7,7,0
0,35,1804,7,13,DAL,BUF,7,13,-6
1,41,1552,7,16,DAL,BUF,13,7,6
0,47,1362,7,16,DAL,BUF,7,16,-9
1,26,504,7,26,DAL,BUF,23,7,16
1,22,2349,6,10,ATL,NO,7,6,1
0,42,2041,6,10,ATL,NO,6,10,-4
1,45,1808,9,17,ATL,NO,6,17,-11
1,47,1259,9,20,ATL,NO,17,9,8
1,42,619,9,23,ATL,NO,20,9,11
1,45,392,9,26,ATL,NO,23,9,14
1,43,120,18,26,ATL,NO,15,26,-11
0,55,2836,7,7,IND,TEN,7,7,0
0,53,2752,7,7,IND,TEN,7,7,0
1,28,2171,10,7,IND,TEN,7,7,0
1,31,1170,17,17,IND,TEN,14,17,-3
0,46,312,17,23,IND,TEN,17,17,0
1,42,3252,0,3,CIN,NYJ,0,0,0
1,24,2357,10,3,CIN,NYJ,7,3,4
1,39,1809,17,6,CIN,NYJ,3,17,-14
0,48,1571,17,6,CIN,NYJ,17,6,11
1,47,979,22,6,CIN,NYJ,19,6,13
1,25,2892,14,3,CAR,WAS,0,14,-14
1,42,2482,14,6,CAR,WAS,3,14,-11
0,49,1810,14,12,CAR,WAS,12,14,-2
1,36,1417,14,15,CAR,WAS,12,14,-2
1,30,1921,17,14,BAL,SF,14,14,0
0,51,1804,17,14,BAL,SF,14,17,-3
1,32,1121,17,17,BAL,SF,14,17,-3
1,49,3,20,17,BAL,SF,17,17,0
1,25,1860,0,23,JAX,TB,20,0,20
1,53,1251,3,23,JAX,TB,0,23,-23
1,37,143,11,26,JAX,TB,23,11,12
1,31,3154,0,3,PIT,CLE,0,0,0
1,39,1980,3,10,PIT,CLE,0,10,-10
1,29,831,20,10,PIT,CLE,17,10,7
1,34,454,20,13,PIT,CLE,10,20,-10
1,47,2527,7,17,NYG,GB,14,7,7
1,27,1955,10,17,NYG,GB,7,17,-10
1,45,1302,13,17,NYG,GB,10,17,-7
1,48,3315,0,10,MIA,PHI,7,0,7
1,43,2473,7,13,MIA,PHI,10,7,3
0,49,1176,20,28,MIA,PHI,28,20,8
1,51,222,37,28,MIA,PHI,34,28,6
1,37,115,37,31,MIA,PHI,28,37,-9
1,27,3300,0,3,ARI,LA,0,0,0
0,41,3059,0,3,ARI,LA,3,0,3
1,33,1804,0,20,ARI,LA,17,0,17
1,30,2371,14,3,DEN,LAC,0,14,-14
1,31,2136,17,3,DEN,LAC,14,3,11
0,55,560,17,17,DEN,LAC,17,17,0
1,52,271,20,17,DEN,LAC,17,17,0
1,46,19,20,20,DEN,LAC,17,20,-3
1,53,3,23,20,DEN,LAC,20,20,0
0,44,1869,21,0,KC,OAK,0,21,-21
1,50,1628,24,0,KC,OAK,21,0,21
1,34,900,31,3,KC,OAK,0,31,-31
1,23,3127,0,3,HOU,NE,0,0,0
1,29,1862,10,14,SEA,MIN,7,14,-7
1,47,1801,10,17,SEA,MIN,14,10,4
1,29,1249,20,17,SEA,MIN,17,17,0
1,36,25,37,30,SEA,MIN,34,30,4
1,36,2290,10,7,CHI,DAL,7,7,0
0,42,2105,10,7,CHI,DAL,7,10,-3
1,31,12,31,24,CHI,DAL,21,31,-10
1,37,2871,3,0,ATL,CAR,0,0,0
1,46,2696,3,3,ATL,CAR,0,3,-3
1,35,1802,13,10,ATL,CAR,10,10,0
1,29,1199,30,10,ATL,CAR,27,10,17
1,50,704,33,10,ATL,CAR,30,10,20
1,42,479,33,13,ATL,CAR,10,33,-23
1,50,3118,0,10,TB,IND,7,0,7
1,19,1803,21,27,TB,IND,24,21,3
1,44,785,31,35,TB,IND,28,35,-7
0,47,498,31,35,TB,IND,35,31,4
1,22,2890,0,3,NYJ,MIA,0,0,0
1,37,2465,9,3,NYJ,MIA,6,3,3
1,25,2144,9,6,NYJ,MIA,3,9,-6
1,28,1822,16,9,NYJ,MIA,6,16,-10
1,31,1546,16,12,NYJ,MIA,9,16,-7
0,34,1269,16,12,NYJ,MIA,12,16,-4
1,53,656,16,15,NYJ,MIA,12,16,-4
1,48,423,16,18,NYJ,MIA,15,16,-1
1,42,249,19,18,NYJ,MIA,16,18,-2
1,37,97,19,21,NYJ,MIA,18,19,-1
1,44,3,22,21,NYJ,MIA,19,21,-2
1,55,1661,30,28,NO,SF,27,28,-1
1,48,1196,33,35,NO,SF,30,35,-5
1,41,148,40,45,NO,SF,42,40,2
1,30,2,46,48,NO,SF,45,46,-1
1,27,2085,10,0,MIN,DET,7,0,7
0,45,1870,10,0,MIN,DET,0,10,-10
1,50,900,20,0,MIN,DET,17,0,17
1,54,2333,3,21,HOU,DEN,0,21,-21
1,36,1987,3,24,HOU,DEN,21,3,18
1,36,3000,0,3,BUF,BAL,0,0,0
1,36,2304,3,10,BUF,BAL,0,10,-10
1,47,1830,6,10,BUF,BAL,3,10,-7
1,48,1591,9,17,BUF,BAL,6,17,-11
1,34,3360,0,3,CLE,CIN,0,0,0
1,44,2801,7,6,CLE,CIN,3,7,-4
1,28,1183,21,16,CLE,CIN,13,21,-8
1,53,920,24,16,CLE,CIN,21,16,5
1,31,69,27,16,CLE,CIN,24,16,8
1,46,16,27,19,CLE,CIN,16,27,-11
1,32,1511,17,6,GB,WAS,14,6,8
1,52,916,17,9,GB,WAS,6,17,-11
1,33,158,20,9,GB,WAS,17,9,8
1,26,3147,3,0,JAX,LAC,0,0,0
1,40,1808,3,24,JAX,LAC,21,3,18
1,30,2964,0,3,ARI,PIT,0,0,0
1,30,2479,3,10,ARI,PIT,0,10,-10
1,37,1804,10,13,ARI,PIT,10,10,0
1,25,106,17,23,ARI,PIT,20,17,3
0,42,1804,21,21,OAK,TEN,21,21,0
1,48,3137,7,3,NE,KC,0,7,-7
0,41,2826,7,3,NE,KC,7,3,4
1,31,1862,7,20,NE,KC,17,7,10
1,41,1430,7,23,NE,KC,20,7,13
1,29,705,16,23,NE,KC,13,23,-10
1,39,3219,0,3,LA,SEA,0,0,0
0,37,1245,21,9,LA,SEA,21,9,12
1,34,427,28,12,LA,SEA,9,28,-19
1,34,2376,3,7,PHI,NYG,0,7,-7
1,34,2133,3,10,PHI,NYG,7,3,4
0,47,600,10,17,PHI,NYG,10,17,-7
0,49,3013,7,0,BAL,NYJ,0,7,-7
1,34,2718,10,7,CIN,NE,7,7,0
1,40,2035,10,10,CIN,NE,7,10,-3
1,46,1810,10,13,CIN,NE,10,10,0
1,48,398,13,27,CIN,NE,10,27,-17
1,44,2001,3,21,DET,TB,0,21,-21
1,46,1596,3,24,DET,TB,21,3,18
0,54,484,17,24,DET,TB,24,17,7
0,45,3128,0,0,TEN,HOU,0,0,0
1,29,211,14,24,TEN,HOU,21,14,7
1,23,2582,9,0,KC,DEN,6,0,6
1,24,2187,12,0,KC,DEN,9,0,9
1,32,1920,12,3,KC,DEN,0,12,-12
1,44,1802,15,3,KC,DEN,12,3,9
0,49,3344,0,0,NYG,MIA,0,0,0
1,24,1847,7,10,NYG,MIA,7,7,0
1,47,1429,14,13,NYG,MIA,10,14,-4
1,25,2786,0,3,WAS,PHI,0,0,0
1,53,486,24,24,WAS,PHI,21,24,-3
1,43,296,27,24,WAS,PHI,24,24,0
1,52,1600,10,20,CAR,SEA,7,20,-13
1,30,932,10,23,CAR,SEA,20,10,10
1,30,1908,7,3,GB,CHI,0,7,-7
1,27,900,21,6,GB,CHI,3,21,-18
1,41,2980,3,6,LAC,MIN,0,6,-6
1,26,2700,3,9,LAC,MIN,6,3,3
1,44,2062,10,12,LAC,MIN,9,10,-1
1,38,1661,10,22,LAC,MIN,19,10,9
1,27,1330,10,25,LAC,MIN,22,10,12
1,28,3192,7,3,OAK,JAX,0,7,-7
1,33,2996,10,3,OAK,JAX,7,3,4
1,34,1944,13,3,OAK,JAX,10,3,7
1,27,1802,16,3,OAK,JAX,13,3,10
1,43,932,16,6,OAK,JAX,3,16,-13
0,45,108,16,13,OAK,JAX,16,13,3
1,44,2079,14,10,ARI,CLE,7,14,-7
0,45,729,28,17,ARI,CLE,17,28,-11
1,21,321,38,17,ARI,CLE,35,17,18
1,50,1574,31,7,DAL,LA,28,7,21
1,42,900,34,7,DAL,LA,31,7,24
1,42,404,37,7,DAL,LA,34,7,27
1,43,1961,7,10,SF,ATL,7,7,0
1,22,1827,10,10,SF,ATL,7,10,-3
1,46,1220,13,10,SF,ATL,10,10,0
1,43,112,22,17,SF,ATL,19,17,2
1,49,2491,3,7,PIT,BUF,0,7,-7
1,36,747,10,10,PIT,BUF,7,10,-3
1,33,3152,3,0,NO,IND,0,0,0
1,26,1802,20,0,NO,IND,17,0,17
1,32,3394,0,10,TB,HOU,7,0,7
0,54,3212,0,10,TB,HOU,0,10,-10
1,50,2761,3,10,TB,HOU,0,10,-10
1,25,1473,17,20,TB,HOU,17,17,0
1,41,978,20,20,TB,HOU,17,20,-3
1,37,436,20,23,TB,HOU,20,20,0
1,35,3261,0,3,NE,BUF,0,0,0
1,36,2107,10,3,NE,BUF,7,3,4
1,51,1498,13,10,NE,BUF,10,10,0
1,20,648,16,17,NE,BUF,13,17,-4
1,26,3219,3,7,SF,LA,0,7,-7
0,52,1738,24,21,SF,LA,21,24,-3
1,52,156,31,31,SF,LA,28,31,-3
1,33,3,34,31,SF,LA,31,31,0
1,20,2451,14,3,MIA,CIN,0,14,-14
1,57,1807,21,6,MIA,CIN,3,21,-18
0,47,192,35,19,MIA,CIN,35,19,16
1,37,4,38,35,MIA,CIN,35,35,0
1,54,2660,10,0,NYJ,PIT,7,0,7
1,49,1882,10,3,NYJ,PIT,0,10,-10
1,37,1294,13,10,NYJ,PIT,10,10,0
1,42,195,16,10,NYJ,PIT,13,10,3
0,53,685,28,35,WAS,NYG,35,28,7
1,27,2422,14,3,IND,CAR,0,14,-14
1,35,1563,24,3,IND,CAR,21,3,18
1,50,1161,24,6,IND,CAR,3,24,-21
1,47,1109,9,21,CLE,BAL,6,21,-15
1,31,696,9,24,CLE,BAL,21,9,12
0,42,2787,14,0,ATL,JAX,14,0,14
1,40,2357,14,3,ATL,JAX,0,14,-14
1,23,1814,17,3,ATL,JAX,14,3,11
1,27,1052,17,6,ATL,JAX,3,17,-14
1,47,2621,14,3,TEN,NO,0,14,-14
1,48,514,14,24,LAC,OAK,21,14,7
1,27,93,17,24,LAC,OAK,14,24,-10
1,26,3244,0,3,DEN,DET,0,0,0
1,34,1829,10,10,DEN,DET,7,10,-3
1,26,1527,13,10,DEN,DET,10,10,0
1,22,1825,7,17,SEA,ARI,14,7,7
1,46,1600,7,20,SEA,ARI,17,7,10
0,45,980,7,20,SEA,ARI,20,7,13
1,30,900,10,20,SEA,ARI,7,20,-13
1,51,607,13,20,SEA,ARI,10,20,-10
1,36,3276,3,0,PHI,DAL,0,0,0
1,49,2580,10,3,PHI,DAL,0,10,-10
0,53,1834,10,3,PHI,DAL,10,3,7
1,32,1806,10,6,PHI,DAL,3,10,-7
0,55,662,17,6,PHI,DAL,17,6,11
1,49,484,17,9,PHI,DAL,6,17,-11
1,56,2506,0,10,CHI,KC,7,0,7
1,46,903,3,17,CHI,KC,0,17,-17
1,32,104,3,26,CHI,KC,23,3,20
1,23,3494,3,0,MIN,GB,0,0,0
1,42,2825,3,3,MIN,GB,0,3,-3
1,33,2224,10,6,MIN,GB,3,10,-7
1,19,1803,10,9,MIN,GB,6,10,-4
1,42,2218,20,10,CIN,CLE,7,20,-13
1,47,1449,23,16,CIN,CLE,20,16,4
1,46,120,33,23,CIN,CLE,30,23,7
1,27,2802,0,3,NE,MIA,0,0,0
1,25,2154,3,10,NE,MIA,0,10,-10
1,32,513,17,20,NE,MIA,17,17,0
1,26,3164,0,3,MIN,CHI,0,0,0
1,33,2748,0,6,MIN,CHI,3,0,3
1,37,2361,3,6,MIN,CHI,0,6,-6
1,34,1916,3,11,MIN,CHI,8,3,5
1,38,1802,6,11,MIN,CHI,3,11,-8
1,39,539,16,18,MIN,CHI,13,18,-5
1,34,297,19,18,MIN,CHI,16,18,-2
1,22,12,19,21,MIN,CHI,18,19,-1
1,40,2793,3,0,KC,LAC,0,0,0
0,51,3219,0,0,BUF,NYJ,0,0,0
1,30,2458,0,3,BUF,NYJ,0,0,0
0,34,1804,0,3,BUF,NYJ,3,0,3
1,28,992,3,3,BUF,NYJ,0,3,-3
1,47,129,3,13,BUF,NYJ,10,3,7
1,29,51,6,13,BUF,NYJ,3,13,-10
1,32,1824,14,3,DET,GB,0,14,-14
1,42,1803,17,3,DET,GB,14,3,11
0,51,1569,17,3,DET,GB,3,17,-14
1,40,731,17,13,DET,GB,10,17,-7
1,56,673,20,13,DET,GB,17,13,4
1,33,3,20,23,DET,GB,20,20,0
1,23,1836,3,35,CAR,NO,0,35,-35
1,27,3120,0,10,TB,ATL,7,0,7
0,49,2980,0,10,TB,ATL,0,10,-10
1,33,2124,7,13,TB,ATL,10,7,3
1,45,1862,13,16,TB,ATL,13,13,0
0,44,1591,21,16,TB,ATL,21,16,5
0,34,1166,21,16,TB,ATL,21,16,5
1,43,392,21,19,TB,ATL,16,21,-5
1,33,3,21,22,TB,ATL,19,21,-2
1,31,2923,0,3,NYG,PHI,0,0,0
1,37,2120,3,3,NYG,PHI,0,3,-3
1,50,843,17,20,NYG,PHI,17,17,0
1,28,3164,3,0,DAL,WAS,0,0,0
1,47,3018,6,0,DAL,WAS,3,0,3
1,31,2621,6,3,DAL,WAS,0,6,-6
1,42,1618,20,13,DAL,WAS,10,20,-10
1,28,1324,27,16,DAL,WAS,13,27,-14
1,48,1151,30,16,DAL,WAS,27,16,11
1,40,164,47,16,DAL,WAS,44,16,28
1,45,3181,3,0,BAL,PIT,0,0,0
1,22,2862,6,0,BAL,PIT,3,0,3
1,42,1874,9,7,BAL,PIT,6,7,-1
1,26,1498,16,10,BAL,PIT,7,16,-9
1,47,814,19,10,BAL,PIT,16,10,6
1,20,3248,0,3,JAX,IND,0,0,0
1,20,3082,3,3,JAX,IND,0,3,-3
1,53,2525,6,10,JAX,IND,3,10,-7
1,50,1844,13,20,JAX,IND,17,13,4
1,56,1802,16,20,JAX,IND,13,20,-7
0,39,3162,0,0,DEN,OAK,0,0,0
1,23,2650,0,3,DEN,OAK,0,0,0
1,43,2305,3,3,DEN,OAK,0,3,-3
1,49,1181,13,3,DEN,OAK,10,3,7
1,51,900,16,3,DEN,OAK,13,3,10
1,33,547,16,6,DEN,OAK,3,16,-13
1,28,193,16,9,DEN,OAK,6,16,-10
0,57,106,16,9,DEN,OAK,16,9,7
1,47,3257,3,0,LA,ARI,0,0,0
0,47,1865,17,7,LA,ARI,17,7,10
1,31,1807,17,10,LA,ARI,7,17,-10
1,47,3161,0,3,SEA,SF,0,0,0
1,30,2149,0,13,SEA,SF,10,0,10
